"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover  Success Rate (%)-20274","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4493]CT24012","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4493]CT24012","1","0","1","91.23","114","104"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4493]CT24012","2","0","2","97.44","117","114"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4494]CT24013","0","0","0","100.00","245","245"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4494]CT24013","1","0","1","99.70","337","336"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4494]CT24013","2","0","2","99.58","236","235"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4495]CT24005","0","0","0","98.92","93","92"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4495]CT24005","1","0","1","92.16","51","47"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4495]CT24005","2","0","2","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4496]CT24002","0","0","0","98.75","80","79"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4496]CT24002","1","0","1","99.32","148","147"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4496]CT24002","2","0","2","18.18","198","36"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4497]CT24018","0","0","0","100.00","379","379"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4497]CT24018","1","0","1","98.25","171","168"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4497]CT24018","2","0","2","98.51","202","199"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4499]CT24060","0","0","0","98.84","172","170"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4499]CT24060","1","0","1","100.00","115","115"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4499]CT24060","2","0","2","100.00","98","98"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4500]CT24151","0","0","0","100.00","75","75"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4500]CT24151","1","0","1","52.43","103","54"
"2016-09-24","[100001]CNO2","[2]CTG","-","[4500]CT24151","2","0","2","100.00","23","23"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6021]CT24011","0","0","0","100.00","1861","1861"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6021]CT24011","1","0","1","100.00","1349","1349"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6021]CT24011","2","0","2","100.00","579","579"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6022]CT24001","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6022]CT24001","1","0","1","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6022]CT24001","2","0","2","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6023]CT24019","0","0","0","100.00","156","156"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6023]CT24019","1","0","1","100.00","490","490"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6023]CT24019","2","0","2","100.00","166","166"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6024]CT24017","0","0","0","100.00","221","221"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6024]CT24017","1","0","1","100.00","1542","1542"
"2016-09-24","[100001]CNO2","[2]CTG","-","[6024]CT24017","2","0","2","100.00","1276","1276"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7100]CT24026","0","0","0","100.00","227","227"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7100]CT24026","1","0","1","100.00","65","65"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7100]CT24026","2","0","2","100.00","69","69"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7101]CT24081","0","0","0","100.00","264","264"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7101]CT24081","1","0","1","100.00","134","134"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7101]CT24081","2","0","2","100.00","341","341"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7107]CT24173","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7107]CT24173","1","0","1","100.00","0","0"
"2016-09-24","[100001]CNO2","[2]CTG","-","[7107]CT24173","2","0","2","100.00","62","62"
"2016-09-24","[100001]CNO2","[3]SL","-","[2143]SL78002","0","0","0","98.68","76","75"
"2016-09-24","[100001]CNO2","[3]SL","-","[2143]SL78002","1","0","1","93.64","236","221"
"2016-09-24","[100001]CNO2","[3]SL","-","[2143]SL78002","2","0","2","98.94","1128","1116"
"2016-09-24","[100001]CNO2","[3]SL","-","[2144]SL78003","0","0","0","98.44","964","949"
"2016-09-24","[100001]CNO2","[3]SL","-","[2144]SL78003","1","0","1","91.48","728","666"
"2016-09-24","[100001]CNO2","[3]SL","-","[2144]SL78003","2","0","2","97.71","131","128"
"2016-09-24","[100001]CNO2","[3]SL","-","[2145]SL78004","0","0","0","98.56","766","755"
"2016-09-24","[100001]CNO2","[3]SL","-","[2145]SL78004","1","0","1","95.09","163","155"
"2016-09-24","[100001]CNO2","[3]SL","-","[2145]SL78004","2","0","2","95.54","112","107"
"2016-09-24","[100001]CNO2","[3]SL","-","[2146]SL78005","0","0","0","98.93","281","278"
"2016-09-24","[100001]CNO2","[3]SL","-","[2146]SL78005","1","0","1","97.72","1052","1028"
"2016-09-24","[100001]CNO2","[3]SL","-","[2146]SL78005","2","0","2","90.49","305","276"
"2016-09-24","[100001]CNO2","[3]SL","-","[2147]SL78008","0","0","0","95.63","366","350"
"2016-09-24","[100001]CNO2","[3]SL","-","[2147]SL78008","1","0","1","82.58","155","128"
"2016-09-24","[100001]CNO2","[3]SL","-","[2147]SL78008","2","0","2","93.08","318","296"
"2016-09-24","[100001]CNO2","[3]SL","-","[2148]SL78055","1","0","1","61.48","122","75"
"2016-09-24","[100001]CNO2","[3]SL","-","[2148]SL78055","2","0","2","100.00","3","3"
"2016-09-24","[100001]CNO2","[3]SL","-","[2149]SL78057","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[3]SL","-","[2149]SL78057","1","0","1","73.17","41","30"
"2016-09-24","[100001]CNO2","[3]SL","-","[2149]SL78057","2","0","2","100.00","0","0"
"2016-09-24","[100001]CNO2","[3]SL","-","[2189]SL78001","0","0","0","93.42","1536","1435"
"2016-09-24","[100001]CNO2","[3]SL","-","[2189]SL78001","1","0","1","96.78","590","571"
"2016-09-24","[100001]CNO2","[3]SL","-","[2189]SL78001","2","0","2","98.81","1347","1331"
"2016-09-24","[100001]CNO2","[3]SL","-","[2190]SL78009","0","0","0","100.00","220","220"
"2016-09-24","[100001]CNO2","[3]SL","-","[2190]SL78009","1","0","1","95.38","238","227"
"2016-09-24","[100001]CNO2","[3]SL","-","[2190]SL78009","2","0","2","97.18","354","344"
"2016-09-24","[100001]CNO2","[3]SL","-","[2191]SL78011","0","0","0","97.10","138","134"
"2016-09-24","[100001]CNO2","[3]SL","-","[2191]SL78011","1","0","1","99.46","185","184"
"2016-09-24","[100001]CNO2","[3]SL","-","[2191]SL78011","2","0","2","95.83","96","92"
"2016-09-24","[100001]CNO2","[3]SL","-","[2192]SL78018","0","0","0","99.51","412","410"
"2016-09-24","[100001]CNO2","[3]SL","-","[2192]SL78018","1","0","1","67.02","382","256"
"2016-09-24","[100001]CNO2","[3]SL","-","[2192]SL78018","2","0","2","92.75","69","64"
"2016-09-24","[100001]CNO2","[3]SL","-","[2227]SL78049","0","0","0","98.89","270","267"
"2016-09-24","[100001]CNO2","[3]SL","-","[2227]SL78049","1","0","1","96.55","87","84"
"2016-09-24","[100001]CNO2","[3]SL","-","[2227]SL78049","2","0","2","97.48","159","155"
"2016-09-24","[100001]CNO2","[3]SL","-","[2228]SL78026","0","0","0","99.31","289","287"
"2016-09-24","[100001]CNO2","[3]SL","-","[2228]SL78026","1","0","1","98.62","218","215"
"2016-09-24","[100001]CNO2","[3]SL","-","[2228]SL78026","2","0","2","96.61","118","114"
"2016-09-24","[100001]CNO2","[3]SL","-","[2229]SL78019","0","0","0","95.25","547","521"
"2016-09-24","[100001]CNO2","[3]SL","-","[2229]SL78019","1","0","1","96.33","1279","1232"
"2016-09-24","[100001]CNO2","[3]SL","-","[2229]SL78019","2","0","2","95.85","217","208"
"2016-09-24","[100001]CNO2","[3]SL","-","[2230]SL78013","0","0","0","95.39","412","393"
"2016-09-24","[100001]CNO2","[3]SL","-","[2230]SL78013","1","0","1","96.49","542","523"
"2016-09-24","[100001]CNO2","[3]SL","-","[2230]SL78013","2","0","2","97.92","529","518"
"2016-09-24","[100001]CNO2","[3]SL","-","[2231]SL78006","0","0","0","97.15","246","239"
"2016-09-24","[100001]CNO2","[3]SL","-","[2231]SL78006","1","0","1","100.00","47","47"
"2016-09-24","[100001]CNO2","[3]SL","-","[2231]SL78006","2","0","2","100.00","144","144"
"2016-09-24","[100001]CNO2","[3]SL","-","[2309]SL78021","0","0","0","100.00","58","58"
"2016-09-24","[100001]CNO2","[3]SL","-","[2309]SL78021","1","0","1","99.04","522","517"
"2016-09-24","[100001]CNO2","[3]SL","-","[2309]SL78021","2","0","2","94.76","267","253"
"2016-09-24","[100001]CNO2","[3]SL","-","[2310]SL78012","0","0","0","96.32","136","131"
"2016-09-24","[100001]CNO2","[3]SL","-","[2310]SL78012","1","0","1","95.10","143","136"
"2016-09-24","[100001]CNO2","[3]SL","-","[2310]SL78012","2","0","2","97.02","168","163"
"2016-09-24","[100001]CNO2","[3]SL","-","[2311]SL78040","0","0","0","100.00","13","13"
"2016-09-24","[100001]CNO2","[3]SL","-","[2311]SL78040","1","0","1","99.13","459","455"
"2016-09-24","[100001]CNO2","[3]SL","-","[2311]SL78040","2","0","2","99.21","504","500"
"2016-09-24","[100001]CNO2","[3]SL","-","[2987]SL78034","0","0","0","100.00","19","19"
"2016-09-24","[100001]CNO2","[3]SL","-","[2987]SL78034","1","0","1","98.29","117","115"
"2016-09-24","[100001]CNO2","[3]SL","-","[2987]SL78034","2","0","2","90.02","451","406"
"2016-09-24","[100001]CNO2","[3]SL","-","[2988]SL78038","0","0","0","98.77","163","161"
"2016-09-24","[100001]CNO2","[3]SL","-","[2988]SL78038","2","0","2","99.48","381","379"
"2016-09-24","[100001]CNO2","[3]SL","-","[2989]SL78036","0","0","0","98.84","344","340"
"2016-09-24","[100001]CNO2","[3]SL","-","[2989]SL78036","1","0","1","99.39","489","486"
"2016-09-24","[100001]CNO2","[3]SL","-","[2989]SL78036","2","0","2","94.23","104","98"
"2016-09-24","[100001]CNO2","[3]SL","-","[2990]SL78010","0","0","0","95.85","241","231"
"2016-09-24","[100001]CNO2","[3]SL","-","[2990]SL78010","1","0","1","100.00","0","0"
"2016-09-24","[100001]CNO2","[3]SL","-","[2990]SL78010","2","0","2","100.00","66","66"
"2016-09-24","[100001]CNO2","[3]SL","-","[2991]SL78024","0","0","0","100.00","7","7"
"2016-09-24","[100001]CNO2","[3]SL","-","[2991]SL78024","1","0","1","99.64","279","278"
"2016-09-24","[100001]CNO2","[3]SL","-","[2991]SL78024","2","0","2","93.20","500","466"
"2016-09-24","[100001]CNO2","[3]SL","-","[2992]SL78014","0","0","0","97.51","602","587"
"2016-09-24","[100001]CNO2","[3]SL","-","[2992]SL78014","1","0","1","99.09","219","217"
"2016-09-24","[100001]CNO2","[3]SL","-","[2992]SL78014","2","0","2","99.75","403","402"
"2016-09-24","[100001]CNO2","[3]SL","-","[2993]SL78027","0","0","0","99.57","460","458"
"2016-09-24","[100001]CNO2","[3]SL","-","[2993]SL78027","1","0","1","97.83","138","135"
"2016-09-24","[100001]CNO2","[3]SL","-","[2993]SL78027","2","0","2","98.45","129","127"
"2016-09-24","[100001]CNO2","[3]SL","-","[2994]SL78035","0","0","0","98.96","96","95"
"2016-09-24","[100001]CNO2","[3]SL","-","[2994]SL78035","1","0","1","93.33","45","42"
"2016-09-24","[100001]CNO2","[3]SL","-","[2994]SL78035","2","0","2","98.77","326","322"
"2016-09-24","[100001]CNO2","[3]SL","-","[2995]SL78023","0","0","0","97.37","190","185"
"2016-09-24","[100001]CNO2","[3]SL","-","[2995]SL78023","1","0","1","98.82","425","420"
"2016-09-24","[100001]CNO2","[3]SL","-","[2995]SL78023","2","0","2","97.31","520","506"
"2016-09-24","[100001]CNO2","[3]SL","-","[2996]SL78020","0","0","0","97.70","174","170"
"2016-09-24","[100001]CNO2","[3]SL","-","[2996]SL78020","1","0","1","96.04","227","218"
"2016-09-24","[100001]CNO2","[3]SL","-","[2996]SL78020","2","0","2","95.83","120","115"
"2016-09-24","[100001]CNO2","[3]SL","-","[2997]SL78017","0","0","0","93.56","233","218"
"2016-09-24","[100001]CNO2","[3]SL","-","[2997]SL78017","1","0","1","96.13","155","149"
"2016-09-24","[100001]CNO2","[3]SL","-","[2997]SL78017","2","0","2","98.74","795","785"
"2016-09-24","[100001]CNO2","[3]SL","-","[2998]SL78015","0","0","0","99.31","435","432"
"2016-09-24","[100001]CNO2","[3]SL","-","[2998]SL78015","1","0","1","92.11","190","175"
"2016-09-24","[100001]CNO2","[3]SL","-","[2998]SL78015","2","0","2","96.05","177","170"
"2016-09-24","[100001]CNO2","[3]SL","-","[2999]SL78007","0","0","0","97.52","282","275"
"2016-09-24","[100001]CNO2","[3]SL","-","[2999]SL78007","1","0","1","99.57","234","233"
"2016-09-24","[100001]CNO2","[3]SL","-","[2999]SL78007","2","0","2","100.00","324","324"
"2016-09-24","[100001]CNO2","[3]SL","-","[3000]SL78032","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[3]SL","-","[3000]SL78032","1","0","1","98.94","189","187"
"2016-09-24","[100001]CNO2","[3]SL","-","[3000]SL78032","2","0","2","97.33","75","73"
"2016-09-24","[100001]CNO2","[3]SL","-","[3730]SL78025","0","0","0","97.76","491","480"
"2016-09-24","[100001]CNO2","[3]SL","-","[3730]SL78025","1","0","1","96.08","561","539"
"2016-09-24","[100001]CNO2","[3]SL","-","[3730]SL78025","2","0","2","88.95","353","314"
"2016-09-24","[100001]CNO2","[3]SL","-","[3771]SL78050","0","0","0","98.03","152","149"
"2016-09-24","[100001]CNO2","[3]SL","-","[3771]SL78050","1","0","1","97.46","749","730"
"2016-09-24","[100001]CNO2","[3]SL","-","[3771]SL78050","2","0","2","96.79","280","271"
"2016-09-24","[100001]CNO2","[4]RS","-","[3001]RS33001","0","0","0","96.95","262","254"
"2016-09-24","[100001]CNO2","[4]RS","-","[3001]RS33001","1","0","1","97.70","435","425"
"2016-09-24","[100001]CNO2","[4]RS","-","[3001]RS33001","2","0","2","97.91","1820","1782"
"2016-09-24","[100001]CNO2","[4]RS","-","[3002]RS33002","0","0","0","97.71","919","898"
"2016-09-24","[100001]CNO2","[4]RS","-","[3002]RS33002","1","0","1","97.87","2019","1976"
"2016-09-24","[100001]CNO2","[4]RS","-","[3002]RS33002","2","0","2","97.29","1732","1685"
"2016-09-24","[100001]CNO2","[4]RS","-","[3003]RS33003","0","0","0","96.68","753","728"
"2016-09-24","[100001]CNO2","[4]RS","-","[3003]RS33003","1","0","1","98.47","917","903"
"2016-09-24","[100001]CNO2","[4]RS","-","[3003]RS33003","2","0","2","97.63","507","495"
"2016-09-24","[100001]CNO2","[4]RS","-","[3004]RS33004","0","0","0","96.89","772","748"
"2016-09-24","[100001]CNO2","[4]RS","-","[3004]RS33004","1","0","1","91.65","455","417"
"2016-09-24","[100001]CNO2","[4]RS","-","[3004]RS33004","2","0","2","96.85","1016","984"
"2016-09-24","[100001]CNO2","[4]RS","-","[3005]RS33005","0","0","0","98.31","534","525"
"2016-09-24","[100001]CNO2","[4]RS","-","[3005]RS33005","1","0","1","97.27","990","963"
"2016-09-24","[100001]CNO2","[4]RS","-","[3005]RS33005","2","0","2","97.71","350","342"
"2016-09-24","[100001]CNO2","[4]RS","-","[3006]RS33006","0","0","0","97.67","86","84"
"2016-09-24","[100001]CNO2","[4]RS","-","[3006]RS33006","1","0","1","98.29","2807","2759"
"2016-09-24","[100001]CNO2","[4]RS","-","[3006]RS33006","2","0","2","97.26","3207","3119"
"2016-09-24","[100001]CNO2","[4]RS","-","[3007]RS33007","0","0","0","96.10","539","518"
"2016-09-24","[100001]CNO2","[4]RS","-","[3007]RS33007","1","0","1","93.55","279","261"
"2016-09-24","[100001]CNO2","[4]RS","-","[3007]RS33007","2","0","2","96.48","681","657"
"2016-09-24","[100001]CNO2","[4]RS","-","[3008]RS33008","0","0","0","99.79","959","957"
"2016-09-24","[100001]CNO2","[4]RS","-","[3008]RS33008","1","0","1","99.76","2042","2037"
"2016-09-24","[100001]CNO2","[4]RS","-","[3008]RS33008","2","0","2","99.23","648","643"
"2016-09-24","[100001]CNO2","[4]RS","-","[3009]RS33009","0","0","0","95.03","624","593"
"2016-09-24","[100001]CNO2","[4]RS","-","[3009]RS33009","1","0","1","95.50","778","743"
"2016-09-24","[100001]CNO2","[4]RS","-","[3009]RS33009","2","0","2","87.66","721","632"
"2016-09-24","[100001]CNO2","[4]RS","-","[3010]RS33033","0","0","0","100.00","0","0"
"2016-09-24","[100001]CNO2","[4]RS","-","[3010]RS33033","1","0","1","97.70","827","808"
"2016-09-24","[100001]CNO2","[4]RS","-","[3010]RS33033","2","0","2","97.24","1232","1198"
"2016-09-24","[100001]CNO2","[4]RS","-","[3011]RS33011","0","0","0","99.40","500","497"
"2016-09-24","[100001]CNO2","[4]RS","-","[3011]RS33011","1","0","1","100.00","490","490"
"2016-09-24","[100001]CNO2","[4]RS","-","[3011]RS33011","2","0","2","99.84","1249","1247"
"2016-09-24","[100001]CNO2","[4]RS","-","[3012]RS33012","0","0","0","99.74","755","753"
"2016-09-24","[100001]CNO2","[4]RS","-","[3012]RS33012","1","0","1","99.62","797","794"
"2016-09-24","[100001]CNO2","[4]RS","-","[3012]RS33012","2","0","2","99.54","432","430"
"2016-09-24","[100001]CNO2","[4]RS","-","[3013]RS33013","0","0","0","100.00","166","166"
"2016-09-24","[100001]CNO2","[4]RS","-","[3013]RS33013","1","0","1","100.00","208","208"
"2016-09-24","[100001]CNO2","[4]RS","-","[3013]RS33013","2","0","2","99.53","214","213"
"2016-09-24","[100001]CNO2","[4]RS","-","[3014]RS33014","0","0","0","99.17","241","239"
"2016-09-24","[100001]CNO2","[4]RS","-","[3014]RS33014","1","0","1","98.12","319","313"
"2016-09-24","[100001]CNO2","[4]RS","-","[3014]RS33014","2","0","2","96.49","485","468"
"2016-09-24","[100001]CNO2","[4]RS","-","[3015]RS33028","0","0","0","97.69","606","592"
"2016-09-24","[100001]CNO2","[4]RS","-","[3015]RS33028","1","0","1","92.88","281","261"
"2016-09-24","[100001]CNO2","[4]RS","-","[3015]RS33028","2","0","2","98.58","353","348"
"2016-09-24","[100001]CNO2","[4]RS","-","[3016]RS33019","0","0","0","97.85","93","91"
"2016-09-24","[100001]CNO2","[4]RS","-","[3016]RS33019","1","0","1","76.92","676","520"
"2016-09-24","[100001]CNO2","[4]RS","-","[3016]RS33019","2","0","2","100.00","0","0"
"2016-09-24","[100001]CNO2","[4]RS","-","[3021]RS33021","0","0","0","93.10","87","81"
"2016-09-24","[100001]CNO2","[4]RS","-","[3021]RS33021","1","0","1","82.32","594","489"
"2016-09-24","[100001]CNO2","[4]RS","-","[3021]RS33021","2","0","2","97.21","968","941"
"2016-09-24","[100001]CNO2","[4]RS","-","[3023]RS33023","0","0","0","100.00","58","58"
"2016-09-24","[100001]CNO2","[4]RS","-","[3023]RS33023","1","0","1","98.52","135","133"
"2016-09-24","[100001]CNO2","[4]RS","-","[3023]RS33023","2","0","2","100.00","100","100"
"2016-09-24","[100001]CNO2","[4]RS","-","[3026]RS33026","0","0","0","95.60","91","87"
"2016-09-24","[100001]CNO2","[4]RS","-","[3026]RS33026","1","0","1","95.61","410","392"
"2016-09-24","[100001]CNO2","[4]RS","-","[3026]RS33026","2","0","2","96.04","454","436"
"2016-09-24","[100001]CNO2","[5]KL","-","[3301]KL58001","0","0","0","93.44","122","114"
"2016-09-24","[100001]CNO2","[5]KL","-","[3301]KL58001","1","0","1","100.00","180","180"
"2016-09-24","[100001]CNO2","[5]KL","-","[3301]KL58001","2","0","2","97.46","197","192"
"2016-09-24","[100001]CNO2","[5]KL","-","[3302]KL58002","0","0","0","100.00","86","86"
"2016-09-24","[100001]CNO2","[5]KL","-","[3302]KL58002","1","0","1","100.00","689","689"
"2016-09-24","[100001]CNO2","[5]KL","-","[3302]KL58002","2","0","2","100.00","865","865"
"2016-09-24","[100001]CNO2","[5]KL","-","[3303]KL58003","0","0","0","100.00","455","455"
"2016-09-24","[100001]CNO2","[5]KL","-","[3303]KL58003","1","0","1","100.00","1983","1983"
"2016-09-24","[100001]CNO2","[5]KL","-","[3303]KL58003","2","0","2","100.00","1190","1190"
"2016-09-24","[100001]CNO2","[5]KL","-","[3304]KL58004","0","0","0","99.20","250","248"
"2016-09-24","[100001]CNO2","[5]KL","-","[3304]KL58004","1","0","1","99.54","1292","1286"
"2016-09-24","[100001]CNO2","[5]KL","-","[3304]KL58004","2","0","2","96.90","870","843"
"2016-09-24","[100001]CNO2","[5]KL","-","[3306]KL58006","0","0","0","100.00","607","607"
"2016-09-24","[100001]CNO2","[5]KL","-","[3306]KL58006","1","0","1","100.00","169","169"
"2016-09-24","[100001]CNO2","[5]KL","-","[3306]KL58006","2","0","2","100.00","567","567"
"2016-09-24","[100001]CNO2","[5]KL","-","[3307]KL58007","0","0","0","100.00","1293","1293"
"2016-09-24","[100001]CNO2","[5]KL","-","[3307]KL58007","1","0","1","100.00","879","879"
"2016-09-24","[100001]CNO2","[5]KL","-","[3307]KL58007","2","0","2","100.00","368","368"
"2016-09-24","[100001]CNO2","[5]KL","-","[3308]KL58008","0","0","0","99.04","939","930"
"2016-09-24","[100001]CNO2","[5]KL","-","[3308]KL58008","1","0","1","98.45","516","508"
"2016-09-24","[100001]CNO2","[5]KL","-","[3308]KL58008","2","0","2","97.91","2677","2621"
"2016-09-24","[100001]CNO2","[5]KL","-","[3309]KL58009","0","0","0","100.00","1110","1110"
"2016-09-24","[100001]CNO2","[5]KL","-","[3309]KL58009","1","0","1","100.00","1672","1672"
"2016-09-24","[100001]CNO2","[5]KL","-","[3309]KL58009","2","0","2","100.00","59","59"
"2016-09-24","[100001]CNO2","[5]KL","-","[3311]KL58011","0","0","0","98.77","488","482"
"2016-09-24","[100001]CNO2","[5]KL","-","[3311]KL58011","1","0","1","99.82","548","547"
"2016-09-24","[100001]CNO2","[5]KL","-","[3311]KL58011","2","0","2","98.33","479","471"
"2016-09-24","[100001]CNO2","[5]KL","-","[3312]KL58012","0","0","0","99.73","741","739"
"2016-09-24","[100001]CNO2","[5]KL","-","[3312]KL58012","1","0","1","99.91","1069","1068"
"2016-09-24","[100001]CNO2","[5]KL","-","[3312]KL58012","2","0","2","99.81","1063","1061"
"2016-09-24","[100001]CNO2","[5]KL","-","[3313]KL58013","0","0","0","94.12","408","384"
